firm;hrid;hrsection;city;year
Bostel Verwaltungs-GmbH;HRB 23090;HRB;Stuttgart;2002
ABS Kompakt GmbH;HRB 23107;HRB;Stuttgart;2002
Donna Verwaltungsgesellschaft mbH;HRB 23120;HRB;Stuttgart;2002
LF Consult GmbH;HRB 23134;HRB;Stuttgart;2002
PeKa Trading GmbH;HRB 23143;HRB;Stuttgart;2002
Sanitär Horn GmbH;HRB 23148;HRB;Stuttgart;2002
Teppichgalerie in Heilbronn GmbH geändert in: Galerie Borhanian GmbH;HRB 23227;HRB;Stuttgart;2002
Mariana Global Storage Technologies Europe Ltd. Zweigniederlassung Deutschland;HRB 23317;HRB;Stuttgart;2002
H. Diener GmbH Sanitär- und Heizungstechnik Lüftung und Blechbearbeitung;HRB 23327;HRB;Stuttgart;2002
Grub Verwaltungs GmbH;HRB 23398;HRB;Stuttgart;2002
ISI Taxi Stuttgart GmbH;HRB 23416;HRB;Stuttgart;2002
Philipp Huber GmbH;HRB 23442;HRB;Stuttgart;2002
SVB-Sparkassen-Versicherung Beteiligungs-GmbH Nr. 10;HRB 23450;HRB;Stuttgart;2002
SVB-Sparkassen-Versicherung Beteiligungs-GmbH Nr. 4;HRB 23454;HRB;Stuttgart;2002
Lidl Vertriebs-GmbH & Co. KG;HRA 1793;HRA;Tecklenburg;2002
Max & Moritz Landallerlei GmbH;HRB 2081;HRB;Tecklenburg;2002
Schumacher-Services GmbH;HRB 2134;HRB;Tecklenburg;2002
MJ + Stormfrünnen Verwaltungs GmbH;HRB 4823;HRB;Tostedt;2002
PROMETHEUS Neunte Verwaltungsgesellschaft mbH;HRB 4825;HRB;Tostedt;2002
Borgschulze Management GmbH;HRB 4846;HRB;Tostedt;2002
Aurelia Vermittlungsgesellschaft mbH;HRB 4897;HRB;Tostedt;2002
B & H Grundstücksgesellschaft mbH;HRB 4903;HRB;Tostedt;2002
FORUM 30 Verwaltungs-Aktiengesellschaft;HRB 4997;HRB;Tostedt;2002
Fischzucht Königssee KG;HRA 7732;HRA;Traunstein;2002
Pfeffer GmbH & Co. KG;HRA 7907;HRA;Traunstein;2002
Lechner GmbH & Co. KG;HRA 7932;HRA;Traunstein;2002
EF Grundbesitz Spreebogen GmbH & Co. KG;HRA 7936;HRA;Traunstein;2002
Zuber GmbH & Co. KG;HRA 7942;HRA;Traunstein;2002
Rudolf Lechner GmbH & Co. KG;HRA 7971;HRA;Traunstein;2002
HQ - Real Estate GmbH;HRB 14 092;HRB;Traunstein;2002
Pro-Tec Medizinische Produkte GmbH Zweigniederlassung Freilassing;HRB 14 095;HRB;Traunstein;2002
IREM International Real Estate Management GmbH;HRB 14 165;HRB;Traunstein;2002
HaarGenau GmbH;HRB 14 177;HRB;Traunstein;2002
Safety Protec GmbH;HRB 14 185;HRB;Traunstein;2002
Rolf Kistner Betriebs-GmbH;HRB 14 296;HRB;Traunstein;2002
AVW Systemtechnik GmbH;HRB 14 309;HRB;Traunstein;2002
Wishbone Systems GmbH;HRB 14 314;HRB;Traunstein;2002
IDE International Divecompressors Engineering GmbH;HRB 14 332;HRB;Traunstein;2002
Motorrad Huber GmbH;HRB 14 375;HRB;Traunstein;2002
BEMA-Wunderland Sonderposten GmbH;HRB 14 393;HRB;Traunstein;2002
M. Schwendemann Bauunternehmung GmbH;HRB 14 400;HRB;Traunstein;2002
Georg Stadlbauer GmbH;HRB 14 448;HRB;Traunstein;2002
Georg Utzinger GmbH;HRB 14 481;HRB;Traunstein;2002
WIPA Franz Wilms GmbH (WIPA Bautrocknung);HRB 14 550;HRB;Traunstein;2002
CNT Solutions GmbH;HRB 14 552;HRB;Traunstein;2002
Müller Josef GmbH;HRB 14 583;HRB;Traunstein;2002
Zuber Verwaltungs GmbH;HRB 14 604;HRB;Traunstein;2002
ATRIUM Wohn- und Gewerbebau GmbH;HRB 14 616;HRB;Traunstein;2002
Pfeffer Verwaltungs GmbH;HRB 14 657;HRB;Traunstein;2002
SIMTEC Elektronik GmbH;HRB 14 676;HRB;Traunstein;2002
Lechner Verwaltungs GmbH;HRB 14 687;HRB;Traunstein;2002
Greenfield GmbH Gesellschaft für Personal- und Unternehmensberatung;HRB 14 699;HRB;Traunstein;2002
Autohaus Huber GmbH;HRB 14 703;HRB;Traunstein;2002
Obermaier Beteiligungs GmbH;HRB 14 707;HRB;Traunstein;2002
ift Rosenheim GmbH;HRB 14 763;HRB;Traunstein;2002
Grundbesitz Böhme Verwaltungs GmbH;HRB 14 777;HRB;Traunstein;2002
Betten Haag KG;HRA 4589;HRA;Trier;2002
Delica Feinkost GmbH;HRB 4653;HRB;Trier;2002
Feinkost-Schäffer GmbH;HRB 4681;HRB;Trier;2002
HWE GmbH;HRB 4682;HRB;Trier;2002
ITP Industrieservice GmbH;HRB 4710;HRB;Trier;2002
ReSoTec Handels-GmbH & Co. KG;HRA 275/;HRA;Tübingen;2002
Nienstedt & Degenhard GmbH;HRB 2316;HRB;Tübingen;2002
Ziegler Verwaltungs-und Beteiligungs GmbH;HRB 2370;HRB;Tübingen;2002
PL MedienSysteme GmbH;HRB 2402;HRB;Tübingen;2002
RegioMedia Verlag GmbH;HRB 2404;HRB;Tübingen;2002
Braunger Bautenschutz GmbH;HRB 2407;HRB;Tübingen;2002
Fritz Huber GmbH & Co. KG;HRA 1006;HRA;Tuttlingen;2002
Proper Gamble Entertainment GmbH & Co. KG;HRA 1015;HRA;Überlingen;2002
Plaspro Foreign Sales Company GmbH & Co. KG;HRA 258;HRA;Überlingen;2002
Proper Gamble Entertainment Verwaltungs- und Beteiligungs-GmbH;HRB 1514;HRB;Überlingen;2002
B.B. Security GmbH;HRB 1547;HRB;Überlingen;2002
SL System- & Lineartechnik GmbH;HRB 1554;HRB;Überlingen;2002
Plaspro Foreign Sales Company Verwaltungsgesellschaft mbH;HRB 434 St.;HRB;Überlingen;2002
Hieber KG;HRA 3093;HRA;Ulm;2002
Walter Grees GmbH & Co. KG;HRA 3103;HRA;Ulm;2002
Poppel GmbH & Co. KG;HRA 3110;HRA;Ulm;2002
Veronika Beteiligungs-GmbH & Co. KG;HRA 3126;HRA;Ulm;2002
it.sec GmbH & Co. KG;HRA 3129;HRA;Ulm;2002
toom BauMarkt Jens Heimann oHG;HRA 567;HRA;Ulm;2002
Walter Grees Vertriebs GmbH;HRB 4492;HRB;Ulm;2002
Poppel Vermögensverwaltung GmbH;HRB 4500;HRB;Ulm;2002
Berner & Häfele Konstruktionen GmbH;HRB 4544;HRB;Ulm;2002
TQU ifqm GmbH;HRB 4583;HRB;Ulm;2002
Veronika Verwaltungs-GmbH;HRB 4588;HRB;Ulm;2002
it.sec Verwaltungs GmbH;HRB 4593;HRB;Ulm;2002
Hörger Optik GmbH;HRB 4657;HRB;Ulm;2002
Flock & van den Bogaert OHG;HRA 1333;HRA;Unna;2002
Innovative Gebäudetechnik Unna GmbH;HRB 2348;HRB;Unna;2002
Schemm Abdichtungstechnik GmbH;HRB 2351;HRB;Unna;2002
freshFantasy gGmbH;HRB 2384;HRB;Unna;2002
Schink Dienstleistungs GmbH;HRB 8834;HRB;Usingen;2002
Schäfer Holzland GmbH + Co. KG;HRA 538;HRA;Vaihingen/Enz;2002
MKW Stahl GmbH;HRB 1188;HRB;Vaihingen/Enz;2002
MU Verwaltungs-GmbH;HRB 2125;HRB;Vaihingen/Enz;2002
Queisser GmbH;HRB 2132;HRB;Vaihingen/Enz;2002
CAPSOID Pharma GmbH;HRB 2139;HRB;Vaihingen/Enz;2002
ASS Automatisierung Spanntechnik Sonderlösungen GmbH;HRB 2146;HRB;Vaihingen/Enz;2002
Trasss GmbH;HRB 935;HRB;Vaihingen/Enz;2002
Hubert Kolbeck Tierhaltungskooperations KG Schweinemast;HRA 2007;HRA;Vechta;2002
bit Plast GmbH & Co. KG;HRA 2012;HRA;Vechta;2002
Fangmann Veredlungsbetriebe GmbH & Co. KG;HRA 2026;HRA;Vechta;2002
Willmann Verwaltungs-GmbH & Co. KG;HRA 2035;HRA;Vechta;2002
Nepomuk Gaststätten GmbH;HRB 3418;HRB;Vechta;2002
bit Plast Beteiligungs GmbH;HRB 3431;HRB;Vechta;2002
Genealogie & Erbenermittlung Schulte GESLO GmbH;HRB 3432;HRB;Vechta;2002
Hartke Sport GmbH;HRB 3468;HRB;Vechta;2002
Fangmann Beteiligungs GmbH;HRB 3469;HRB;Vechta;2002
EnviTec Biogas GmbH;HRB 3478;HRB;Vechta;2002
Willmann Beteiligungs-GmbH;HRB 3483;HRB;Vechta;2002
Florian einundvierzigste Vermögensverwaltungs GmbH;HRB 3530;HRB;Vechta;2002
EL Immobilienverwaltung GmbH;HRB 3534;HRB;Vechta;2002
PTG Betriebsgesellschaft Velbert GmbH;HRB 2616;HRB;Velbert;2002
Klinkhamels GmbH & Co. Vermögensverwaltungs KG;HRA 3366;HRA;Viersen;2002
Gebr. van Beek GmbH Import und Export von Eiern und Eiprodukten;HRB 3340;HRB;Viersen;2002
H. Fleßers Bauunternehmung GmbH;HRB 3365;HRB;Viersen;2002
MEK Systemtechnik GmbH;HRB 3373;HRB;Viersen;2002
RWE Umwelt Aktiengesellschaft;HRB 3383;HRB;Viersen;2002
RWE Umwelt Services Deutschland GmbH;HRB 3390;HRB;Viersen;2002
MK Verwaltungs GmbH Viersen;HRB 3391;HRB;Viersen;2002
Consequent Vermögensverwaltungs GmbH & Co. KG;HRA 2640;HRA;Villingen-Schwenningen;2002
Gemeindewerke Unterkirnach GmbH & Co. KG;HRA 2648;HRA;Villingen-Schwenningen;2002
CAFA-IMMOBILIEN OHG;HRA 2654;HRA;Villingen-Schwenningen;2002
Lidl Vertriebs-GmbH & Co. KG;HRA 849;HRA;Villingen-Schwenningen;2002
Die Brille Optik Wilhelm;HRA 857;HRA;Villingen-Schwenningen;2002
Hauptvogel GmbH;HRB 1744;HRB;Villingen-Schwenningen;2002
Gemeindewerke Unterkirnach Verwaltungs GmbH;HRB 2752;HRB;Villingen-Schwenningen;2002
Elektro Renz GmbH & Co. KG;HRA 2075;HRA;Waiblingen;2002
Elektro Renz Verwaltungs GmbH;HRB 4495;HRB;Waiblingen;2002
Schmalz + Schön Eurocargo GmbH;HRB 4569;HRB;Waiblingen;2002
Hellenic International Trans GmbH;HRB 4570;HRB;Waiblingen;2002
Schiller Beteiligungs-GmbH;HRB 4591;HRB;Waiblingen;2002
Fliesenreich GmbH;HRB 4600;HRB;Waiblingen;2002
Gebhard Elektrowärme GmbH & Co. KG;HRA 1638;HRA;Waldbröl;2002
Bialas Heizungs-Sanitär- und Lüftungsbau GmbH;HRB 2223;HRB;Waldbröl;2002
InRenCo AG Zweigniederlassung Deutschland;HRB 1496;HRB;Waldshut-Tiengen;2002
REGINA Moden GmbH;HRB 1501;HRB;Waldshut-Tiengen;2002
Hotel Fünfjahreszeiten GmbH;HRB 183;HRB;Waldshut-Tiengen;2002
AgroEnergie Bierde GmbH & Co. KG;HRA 1190;HRA;Walsrode;2002
SF-Bau Verwaltungs-und Beteiligungs-GmbH;HRB 31 228;HRB;Walsrode;2002
jeans.dot.komm GmbH;HRB 5690;HRB;Walsrode;2002
D. Meyer Verwaltungs-GmbH;HRB 5693;HRB;Walsrode;2002
Opticuranz GmbH Versicherungen Schadensbearbeitung Betriebliche Altersvorsorge;HRB 1497;HRB;Warburg;2002
Kalisch & Hobeling OHG;HRA 2724;HRA;Warendorf;2002
baier-uv gmbh & co. kg;HRA 2738;HRA;Warendorf;2002
MK-Veredelungstechnik GmbH & Co. KG;HRA 2752;HRA;Warendorf;2002
MK-Verwaltungs GmbH;HRB 2012;HRB;Warendorf;2002
Stadtwerke Warendorf GmbH;HRB 2022;HRB;Warendorf;2002
Schulte Räume GmbH & Co. KG;HRA 0462;HRA;Warstein;2002
Schulte Räume Verwaltungs GmbH;HRB 0568;HRB;Warstein;2002
Josef Völkl Kabelkonfektions-GmbH;HRB 2450;HRB;Weiden;2002
EA Immobilien- und Management GmbH & Co. KG;HRA 1901;HRA;Weiden i. d. OPf.;2002
Servfkom GmbH;HRB 2491;HRB;Weiden i. d. OPf.;2002
Bad - Toys - Cycles GmbH;HRB 2523;HRB;Weiden i. d. OPf.;2002
HTE Handel und Transporte Ense OHG;HRA 1696;HRA;Werl;2002
Cleemann Sitzsysteme GmbH;HRB 2036;HRB;Werl;2002
Automobile Maibom GmbH & Co. KG;HRA 1161;HRA;Wesel;2002
Wünsche GmbH & Co. KG;HRA 1174;HRA;Wesel;2002
KlimaPlan GmbH;HRB 2186;HRB;Wesel;2002
Maibom GmbH;HRB 2206;HRB;Wesel;2002
Wünsche Verwaltungs GmbH;HRB 2256;HRB;Wesel;2002
CAPITOL GmbH & Co. KG;HRA 2862;HRA;Westerstede;2002
Meyer-Hullmann & Wehmann Beteiligungs-GmbH;HRB 7533;HRB;Westerstede;2002
FÖG Flughafen- und Ökologie-Gesellschaft Oldenburg-Ammerland mbH;HRB 7560;HRB;Westerstede;2002
Argus Werbeagentur GmbH;HRB 7570;HRB;Westerstede;2002
Vollmerhaus GmbH;HRB 937;HRB;Wetter (Ruhr);2002
Kemnitzer Vermögensverwaltungs- und Beteiligungs GmbH und Co. KG;HRA 4042;HRA;Wetzlar;2002
PCH EXCLUSIVE AUTOWELT GmbH & Co. KG;HRA 4047;HRA;Wetzlar;2002
A.T.M: Spedition Akbas GmbH & Co. KG;HRA 6354;HRA;Wetzlar;2002
KLT Kurier Logistik Transport GmbH;HRB 2540;HRB;Wetzlar;2002
Premium Car Verwaltungs-GmbH;HRB 2569;HRB;Wetzlar;2002
Gecko Logic GmbH;HRB 4651;HRB;Wetzlar;2002
"Immobiliengesellschaft ""Uterwanshausen"" mbH";HRB 4695;HRB;Wetzlar;2002
Eckhard Heger Optik GmbH & Co. KG;HRA 4925;HRA;Wiesbaden;2002
TETO IT-Service GmbH & Co KG;HRA 4940;HRA;Wiesbaden;2002
BBR Associates GmbH & Co KG;HRA 4946;HRA;Wiesbaden;2002
Gua Sha GmbH & Co. Vertriebs KG;HRA 4967;HRA;Wiesbaden;2002
Schuh Schaefer Besitz GmbH & Co. Verwaltungs KG;HRA 4971;HRA;Wiesbaden;2002
Humanic GmbH;HRB 12 967;HRB;Wiesbaden;2002
MGM Management GmbH;HRB 13 011;HRB;Wiesbaden;2002
Eisenblätter Consult GmbH;HRB 13 037;HRB;Wiesbaden;2002
Petermann Büroservice Engler GmbH;HRB 13 079;HRB;Wiesbaden;2002
Century Financial GmbH;HRB 13 091;HRB;Wiesbaden;2002
Ipanema Technologies GmbH;HRB 13 144;HRB;Wiesbaden;2002
Sennac Deutschland GmbH;HRB 13 207;HRB;Wiesbaden;2002
A/H Reinigungs -Service GmbH;HRB 13 234;HRB;Wiesbaden;2002
Barbara Cunningham GmbH;HRB 13 339;HRB;Wiesbaden;2002
MM-Control GmbH Wiesbaden;HRB 13061;HRB;Wiesbaden;2002
Wartburg Immobilien Verwaltungs-GmbH;HRB 1608;HRB;Wilhelmshaven;2002
Kirchhoff Verwaltungs-GmbH;HRB 2507;HRB;Wilhelmshaven;2002
CELONA Wilhelmshaven GASTRO GmbH;HRB 2512;HRB;Wilhelmshaven;2002
Stick-Druck-Gravur automatisierte computergestützte Arbeiten GmbH;HRB 2513;HRB;Wilhelmshaven;2002
Arngast-Leuchtturm - fünfzehnte Verwaltungs GmbH;HRB 2530;HRB;Wilhelmshaven;2002
Messebau Sommer OHG;HRA 3516;HRA;Winsen (Luhe);2002
INDUSTRIEVERTRETUNGEN RUPP GmbH;HRB 3763;HRB;Winsen (Luhe);2002
Tomczak Bauregie u. Immobilien GmbH;HRB 3773;HRB;Winsen (Luhe);2002
Microdata Gesellschaft für Organisationsberatung Softwareherstellung und Vertrieb mbH;HRB 3819;HRB;Winsen (Luhe);2002
Supellex GmbH;HRB 3847;HRB;Winsen (Luhe);2002
Innovationszentrum für Schweiß-und Oberflächentechnik ISOT GmbH;HRB 1848;HRB;Witten;2002
KBL - Beteiligungsgesellschaft mbH;HRB 1865;HRB;Witten;2002
SB Möbel Boss Handel GmbH Co. KG Wittlich;HRA 2056;HRA;Wittlich;2002
VIANA Naturkost GmbH;HRB 2561;HRB;Wittlich;2002
Trend-Naturhaus GmbH;HRB 2588;HRB;Wittlich;2002
GP Schweisstechnik GmbH;HRB 2593;HRB;Wittlich;2002
ASM Finanz- & Versicherungsmakler GmbH;HRB 2329;HRB;Witzenhausen;2002
ABERLE Stahlguss GmbH;HRB 571;HRB;Wolfach;2002
Hohnsleber Windkraft KG;HRA 1237;HRA;Wolfsburg;2002
Salzdahlum Wind GmbH & Co. KG;HRA 1243;HRA;Wolfsburg;2002
Ahlum Wind GmbH & Co. KG;HRA 1259;HRA;Wolfsburg;2002
Bienert Beteiligungsgesellschaft mbH & Co. Grundstücks KG;HRA 1268;HRA;Wolfsburg;2002
SEC Sicherheitsdienst und Dienstleistungs GmbH;HRB 1285;HRB;Wolfsburg;2002
Landwind Geschäftsführungs-GmbH;HRB 1835;HRB;Wolfsburg;2002
RATHSACK Konzept-Bau GmbH;HRB 1841;HRB;Wolfsburg;2002
Grupo Antolin Logistik Deutschland GmbH;HRB 1849;HRB;Wolfsburg;2002
Landwind Beteiligungs GmbH;HRB 1866;HRB;Wolfsburg;2002
Bienert Beteiligungsgesellschaft mbH;HRB 1916;HRB;Wolfsburg;2002
CURATIS Management GmbH;HRB 2236;HRB;Worms;2002
Moltke Event GmbH;HRB 2243;HRB;Worms;2002
Fielmann AG & Co. oHG City-Arkaden;HRA 17 358;HRA;Wuppertal;2002
Zahntechnik Homberg GmbH & Co. KG;HRA 17 367;HRA;Wuppertal;2002
Robert Koch Werkzeugbau GmbH & Co. KG;HRA 17 374;HRA;Wuppertal;2002
WWD WohnWert Development GmbH & Co. KG;HRA 17 408;HRA;Wuppertal;2002
Bernd Koch Verwaltungs GmbH;HRB 10 609;HRB;Wuppertal;2002
WohnWert Development Verwaltungs-GmbH;HRB 10 734;HRB;Wuppertal;2002
NuPSoft GmbH;HRB 10 784;HRB;Wuppertal;2002
Karl Reichelt GmbH;HRB 10 833;HRB;Wuppertal;2002
Jontec GmbH;HRB 7648;HRB;Würzburg;2002
Frank Menna GmbH;HRB 7685;HRB;Würzburg;2002
Gastro Team GmbH;HRB 7719;HRB;Würzburg;2002
Vinzenz-Dienstleistungen GmbH;HRB 7782;HRB;Würzburg;2002
WaBu Vermögensverwaltungs GmbH;HRB 7816;HRB;Würzburg;2002
Auktionshaus Gilz-Thein GmbH;HRB 7895;HRB;Würzburg;2002
projecta AG;HRB 7901;HRB;Würzburg;2002
netsphere 24 GmbH;HRB 7939;HRB;Würzburg;2002
Löwengrund Immobilien GmbH;HRB 7945;HRB;Würzburg;2002
ABRD-Möbelhandels-und Beteiligungs GmbH;HRB 7953;HRB;Würzburg;2002
Proxymas HV-Service GmbH;HRB 7968;HRB;Würzburg;2002
