firm;date;hrid;postcode;city;hrsection
MUX smart communication GmbH; 25. Oktober 2007;HRB 23588;4275;Leipzig;HRB
PANDORA SUPPORT LIMITED; 20. September 2007;HRB 23500;4275;Leipzig;HRB
Sun Sirius GmbH; 25. Juli 2007;HRB 23375;4275;Leipzig;HRB
Sevico Invest GmbH; 6. Dezember 2007;HRB 23680;4275;Leipzig;HRB
Immobilien Consulting Integral GmbH; 23. August 2007;HRB 23427;4275;Leipzig;HRB
FTL Funktaxi Leipzig GmbH; 16. Januar 2007;HRB 22899;4275;Leipzig;HRB
Friseurteam Jörg Heidemann GmbH; 18. Januar 2007;HRB 6247;32657;Lemgo;HRB
SV-Büro Brouwer GmbH; 29. November 2007;HRB 6475;32657;Lemgo;HRB
P.F. Fanenbruck Planungsbüro GmbH & Co. KG; 22. Februar 2007;HRA 4513;32657;Lemgo;HRA
Guse & Scheidt GmbH; 13. Dezember 2007;HRB 6483;32657;Lemgo;HRB
ZAL International GmbH; 13. Juli 2007;HRB 4124;65549;Limburg;HRB
Conpact IT Consulting GmbH; 29. Mai 2007;HRB 4099;65549;Limburg;HRB
Bartel & Jochim Logistik GmbH; 1. November 2007;HRB 4165;65549;Limburg;HRB
Hirth GmbH & Co KG; 16. August 2007;HRA 60345;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRA
Amberg Bau GmbH; 16. Januar 2007;HRB 60582;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
STRALA GmbH & Co. Inovatis KG; 4. April 2007;HRA 60285;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRA
Gockelores GmbH; 30. November 2007;HRB 60931;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
REGIO Zeitarbeit GmbH; 14. September 2007;HRB 60835;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
CHK Trading GmbH; 16. August 2007;HRB 60791;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Roka Schweißtechnik GmbH & Co. KG; 27. März 2007;HRA 60284;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRA
Reikom GmbH; 2. März 2007;HRB 60635;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Immoglobal Handelsgesellschaft mbH; 14. September 2007;HRB 60839;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Autohaus Bellemann GmbH; 4. April 2007;HRB 60676;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Fasihi GmbH; 2. Februar 2007;HRB 60601;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Schule für medizinische Fachberufe in Frankenthal GmbH; 31. August 2007;HRB 60815;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Emmrich & Kollegen Beratungsgesellschaft mbH; 15. Juni 2007;HRB 60746;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
Maigre Immobillieres Administration GmbH; 20. Juli 2007;HRB 60781;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
GEWA-Gesellschaft für Wasser-, Abwasser- und Abfallbehandlung mbH; 26. Oktober 2007;HRB 60885;67061;Ludwigshafen a.Rhein (Ludwigshafen);HRB
STK - Transship GmbH & Co. KG; 10. August 2007;HRA 5212 HL;23568;Lübeck;HRA
BG Barsbütteler Grundstücks GmbH; 4. Mai 2007;HRB 7439 HL;23568;Lübeck;HRB
MK Autotechnik Limited; 9. November 2007;HRB 7833 HL;23568;Lübeck;HRB
Servicegesellschaft Röpersbergklinik Ratzeburg mbH; 4. Mai 2007;HRB 7448 HL;23568;Lübeck;HRB
Mett & Ihns Verlag KG; 3. August 2007;HRA 5206 HL;23568;Lübeck;HRA
Norbert Hampel GmbH; 19. Januar 2007;HRB 7217 HL;23568;Lübeck;HRB
Sadler Grundbesitz Verwaltungs-GmbH; 25. September 2007;HRB 7754 HL;23568;Lübeck;HRB
proJect-plan GmbH; 11. Mai 2007;HRB 7455 HL;23568;Lübeck;HRB
DUECON LIMITED Zweigniederlassung Deutschland; 8. Juni 2007;HRB 7506 HL;23568;Lübeck;HRB
3 D Verwaltungs GmbH; 20. Juli 2007;HRB 7610 HL;23568;Lübeck;HRB
TAXI-RIECHERT GmbH & Co. KG; 20. Juli 2007;HRA 5185 HL;23568;Lübeck;HRA
H.W.S. Frachten GmbH; 2. November 2007;HRB 7815 HL;23568;Lübeck;HRB
GUARD Consult GmbH; 5. Oktober 2007;HRB 7767 HL;23568;Lübeck;HRB
MechTech Automobilteile GmbH; 9. Februar 2007;HRB 7283 HL;23568;Lübeck;HRB
Stein BodenTechnik Steinveredelung Limited, Zweigniederlassung Lübeck; 27. April 2007;HRB 7428 HL;23568;Lübeck;HRB
TERRA Projektmanagement Verwaltungs GmbH; 21. November 2007;HRB 201025;21335;Lüneburg;HRB
Intruder GmbH & Co. KG; 6. Dezember 2007;HRA 200568;21335;Lüneburg;HRA
FELU-Dienstleistungen GmbH; 7. Juni 2007;HRB 200800;21335;Lüneburg;HRB
Makawo Ltd. & Co. KG; 21. November 2007;HRA 200554;21335;Lüneburg;HRA
EARS Europe GmbH & Co. KG; 27. September 2007;HRA 200522;21335;Lüneburg;HRA
Norddeutsches Versicherungskontor SFM GmbH; 10. Oktober 2007;HRB 200980;21335;Lüneburg;HRB
Hemann-Lesmann GmbH; 5. Juli 2007;HRB 200835;21335;Lüneburg;HRB
Auschra & Beinroth Verwaltungsgesellschaft mbH; 24. Mai 2007;HRB 200767;21335;Lüneburg;HRB
EARS Deutschland Verwaltungs-GmbH; 27. September 2007;HRB 200956;21335;Lüneburg;HRB
Gasthof Otto Gräper GmbH; 8. November 2007;HRB 201017;21335;Lüneburg;HRB
Goldberg Handels- und Dienstleistungs GmbH; 22. März 2007;HRB 200696;21335;Lüneburg;HRB
Ingenieurbuero Beschichtungsanlagen Limited; 6. Dezember 2007;HRB 201065;21335;Lüneburg;HRB
Winkler Auktionen GmbH; 21. November 2007;HRB 201023;21335;Lüneburg;HRB
CCM Freizeit und Fitness OHG; 6. Dezember 2007;HRA 200564;21335;Lüneburg;HRA
Woxanya Verwaltungs GmbH; 12. April 2007;HRB 200728;21335;Lüneburg;HRB
Baugeschäft D. Schulze GmbH; 3. Mai 2007;HRB 200757;21335;Lüneburg;HRB
Unique Marketing GmbH; 21. Juni 2007;HRB 200822;21335;Lüneburg;HRB
DS CHIROPRACTIC & COMMUNICATION LTD. Zweigniederlassung Deutschland; 12. April 2007;HRB 200717;21335;Lüneburg;HRB
Seetec GmbH; 7. Juni 2007;HRB 200788;21335;Lüneburg;HRB
ISI Verwaltungsgesellschaft mbH; 13. September 2007;HRB 200940;21335;Lüneburg;HRB
Bardowicks GmbH & Co. KG; 8. Februar 2007;HRA 200333;21335;Lüneburg;HRA
AHK Abbruch und Hausservice GmbH & Co. KG; 9. November 2007;HRA 40539;55116;Mainz;HRA
Zahn GmbH; 3. August 2007;HRB 40990;55116;Mainz;HRB
ProTect Kredit Dienstleistungs-GmbH; 12. Oktober 2007;HRB 41122;55116;Mainz;HRB
New Breeze GmbH & Co. GreenPower 7 KG; 16. Januar 2007;HRA 40319;55116;Mainz;HRA
Humanitas Kommunalsponsoring GmbH; 12. Oktober 2007;HRB 41109;55116;Mainz;HRB
möbelum GmbH; 16. Februar 2007;HRB 40738;55116;Mainz;HRB
Wennesheimer GmbH; 11. Mai 2007;HRB 40897;55116;Mainz;HRB
Speidel - Müller & Sohn GmbH; 8. Juni 2007;HRB 40923;55116;Mainz;HRB
Schulz Facility Management Limited; 6. Juli 2007;HRB 40975;55116;Mainz;HRB
Automobile & Service Schuhmacher GmbH; 8. Juni 2007;HRB 40920;55116;Mainz;HRB
Baugeschäft Scheu Verwaltungs- und Geschäftsführungs GmbH; 2. November 2007;HRB 41157;55116;Mainz;HRB
Sima Grundstücksverwaltungsgesellschaft mbH; 11. Mai 2007;HRB 40879;55116;Mainz;HRB
Evergrün Marketing GmbH; 20. Juli 2007;HRB 40988;55116;Mainz;HRB
Sukzimit Grundstücksverwaltungsgesellschaft mbH & Co. Vermietungs KG; 20. Juli 2007;HRA 40457;55116;Mainz;HRA
LORENZ GROSSBILDDRUCK GMBH; 2. Februar 2007;HRB 40703;55116;Mainz;HRB
Faritec GmbH & Co. KG; 30. März 2007;HRA 40377;55116;Mainz;HRA
GKK Speditions, Logistik und Consulting GmbH; 8. Juni 2007;HRB 40926;55116;Mainz;HRB
Boehringer Ingelheim Verwaltungs GmbH; 7. Dezember 2007;HRB 41200;55116;Mainz;HRB
Gebr. Mönkemöller Speditionsgesellschaft mbH & Co. KG; 2. November 2007;HRA 40533;55116;Mainz;HRA
ECITRA GmbH; 27. April 2007;HRB 40837;55116;Mainz;HRB
Enernueva GmbH; 14. Mai 2007;HRB 702260;68149;Mannheim;HRB
Höfer's Kleiner Löwe GmbH & Co. KG; 30. April 2007;HRA 700935;68149;Mannheim;HRA
Solfes GmbH; 2. Juli 2007;HRB 702538;68149;Mannheim;HRB
Willert Ingenieurbüro GmbH; 27. August 2007;HRB 702816;68149;Mannheim;HRB
Energiecontracting Verwaltungsgesellschaft mbH; 10. April 2007;HRB 702070;68149;Mannheim;HRB
BTS Technische Software GmbH; 11. Januar 2007;HRB 701443;68149;Mannheim;HRB
ProAssist Deutschland GmbH; 23. Juli 2007;HRB 702632;68149;Mannheim;HRB
Merkado Der Preiskomet Sonderposten- und Discountmärkte, West, GmbH; 5. März 2007;HRB 701851;68149;Mannheim;HRB
Klangfluss Manufaktur GmbH; 30. November 2007;HRB 703358;68149;Mannheim;HRB
Stadtwerke Gaggenau; 30. Juli 2007;HRA 701121;68149;Mannheim;HRA
Microtek Medical GmbH; 9. Juli 2007;HRB 702582;68149;Mannheim;HRB
Cosmos Grundstücks- und Vermögensverwaltung Gesellschaft mit beschränkter Haftung, Handelscenter Hansa; 19. Februar 2007;HRB 701767;68149;Mannheim;HRB
Detlef Kuhn Gesellschaft für Unternehmens- & Personalberatung mbH; 30. Juli 2007;HRB 702667;68149;Mannheim;HRB
Schulenberg Vermögensverwaltungs GmbH & Co. KG; 5. März 2007;HRA 700814;68149;Mannheim;HRA
Geiss Grundstücks KG; 30. November 2007;HRA 701367;68149;Mannheim;HRA
RASO SONNENSCHUTZ LIMITED; 8. Oktober 2007;HRB 703047;68149;Mannheim;HRB
Glocken Beteiligungs GmbH; 5. März 2007;HRB 701812;68149;Mannheim;HRB
Auskunftei Kahnert GmbH; 5. März 2007;HRB 701833;68149;Mannheim;HRB
BadenSolar Renewable Energy GmbH; 22. Januar 2007;HRB 701577;68149;Mannheim;HRB
Murgtaler Wald- Energieholz GmbH; 30. April 2007;HRB 702180;68149;Mannheim;HRB
FORIM GmbH; 2. Januar 2007;HRB 701445;68149;Mannheim;HRB
Meridium Europe GmbH; 12. März 2007;HRB 701888;68149;Mannheim;HRB
Fussboden - Verlegung Guel Limited; 23. April 2007;HRB 702161;68149;Mannheim;HRB
Light Technic Design Ltd. -Zweigniederlassung-; 2. Januar 2007;HRB 701439;68149;Mannheim;HRB
AreNoNet Internet Ltd. & Co KG; 26. Februar 2007;HRA 700801;68149;Mannheim;HRA
AWP theta Vermögensverwaltung GmbH; 21. Dezember 2007;HRB 703459;68149;Mannheim;HRB
Muckle Baustoffe GmbH; 9. November 2007;HRB 703239;68149;Mannheim;HRB
Vermögensverwaltungs-Gesellschaft mbH Luca; 15. Oktober 2007;HRB 703085;68149;Mannheim;HRB
Success Verlags GmbH; 24. September 2007;HRB 702979;68149;Mannheim;HRB
Jumag Beteiligungs-GmbH; 7. Dezember 2007;HRB 703399;68149;Mannheim;HRB
Wild Verwaltungs-GmbH; 12. März 2007;HRB 701859;68149;Mannheim;HRB
A.L.M. GmbH; 26. März 2007;HRB 701971;68149;Mannheim;HRB
DZGM Deutsche Zertifiziergesellschaft Mittelstand GmbH; 1. Oktober 2007;HRB 703005;68149;Mannheim;HRB
M.A.U.S. Seminare gGmbH; 12. März 2007;HRB 701872;68149;Mannheim;HRB
R & S GmbH; 30. Juli 2007;HRB 702696;68149;Mannheim;HRB
Schmid Präzisionsdrehteile GmbH; 22. Oktober 2007;HRB 703132;68149;Mannheim;HRB
SOLIDO Grundbesitz AG; 19. März 2007;HRB 701937;68149;Mannheim;HRB
Dipl.-Ing. Erwin Schröder GmbH; 11. Juni 2007;HRB 702401;68149;Mannheim;HRB
CAA GmbH COMPAN\'ccA ARGENTINO-ALEMANA DEUTSCH-ARGENTINISCHE GESELLSCHAFT; 12. März 2007;HRB 701897;68149;Mannheim;HRB
Weidenhammer Talhaus OHG; 7. Dezember 2007;HRA 701382;68149;Mannheim;HRA
Fidelitas Deutsche Industrie Holding AG; 16. Juli 2007;HRB 702590;68149;Mannheim;HRB
Zeltmann GmbH & Co. KG; 3. September 2007;HRA 701191;68149;Mannheim;HRA
IDUMO GmbH; 13. August 2007;HRB 702754;68149;Mannheim;HRB
Flair-Immobilien GmbH; 23. April 2007;HRB 702134;68149;Mannheim;HRB
Levonal Chemicals GmbH; 11. Januar 2007;HRB 701496;68149;Mannheim;HRB
StageSpace AG; 2. April 2007;HRB 702013;68149;Mannheim;HRB
BeamYourScreen GmbH; 2. April 2007;HRB 702035;68149;Mannheim;HRB
RA-Cars Limited; 1. Oktober 2007;HRB 703013;68149;Mannheim;HRB
TS Cuenca GmbH; 24. September 2007;HRB 702971;68149;Mannheim;HRB
CornerstoneCapital II AG & Co. KG; 2. November 2007;HRA 701314;68149;Mannheim;HRA
glometra, global medical trade Limited; 23. April 2007;HRB 702133;68149;Mannheim;HRB
Hüthig GmbH; 8. Oktober 2007;HRB 703044;68149;Mannheim;HRB
keywi GmbH; 3. September 2007;HRB 702865;68149;Mannheim;HRB
Apotheke im Hockenheimer Center; 7. Mai 2007;HRA 700952;68149;Mannheim;HRA
Textilpartner Helm GmbH; 16. April 2007;HRB 702115;68149;Mannheim;HRB
alserv GmbH; 17. September 2007;HRB 702949;68149;Mannheim;HRB
Stadtwerke Karlsruhe Netze GmbH; 5. Februar 2007;HRB 701670;68149;Mannheim;HRB
Fischer Versicherungsmakler GmbH; 9. November 2007;HRB 703227;68149;Mannheim;HRB
Stefan Knapp Grundstücks GmbH & Co. KG; 30. November 2007;HRA 701356;68149;Mannheim;HRA
widmaier elektro service GmbH; 26. März 2007;HRB 701996;68149;Mannheim;HRB
Giarenis Verwaltungs-GmbH; 16. November 2007;HRB 703267;68149;Mannheim;HRB
Cyber Manufaktur GmbH; 7. Dezember 2007;HRB 703407;68149;Mannheim;HRB
Meißner und Schmitt Vermietungs- und Verpachtungs GmbH & Co. KG; 22. Januar 2007;HRA 700736;68149;Mannheim;HRA
pmH Pharma-Marketing-Hörter GmbH; 15. Januar 2007;HRB 701533;68149;Mannheim;HRB
ARQUANA Media GmbH; 5. März 2007;HRB 701819;68149;Mannheim;HRB
BTS Technische Software GmbH; 2. Januar 2007;HRB 701443;68149;Mannheim;HRB
Naturathek GmbH; 19. März 2007;HRB 701947;68149;Mannheim;HRB
BMC Zweite Beteiligungsgesellschaft mbH; 27. August 2007;HRB 702821;68149;Mannheim;HRB
aboselect GmbH; 23. April 2007;HRB 702158;68149;Mannheim;HRB
CB Mainsee Consulting GmbH; 15. Oktober 2007;HRB 5294;35037;Marburg;HRB
MXV Beteiligungs GmbH; 28. Dezember 2007;HRB 5320;35037;Marburg;HRB
ThaBo Gastechnik GmbH; 9. Mai 2007;HRB 5215;35037;Marburg;HRB
Hinterländer Brauhaus Immobilien GmbH & Co. KG; 6. Juni 2007;HRA 4269;35037;Marburg;HRA
MORU Überseehandel GmbH; 27. Juli 2007;HRB 5253;35037;Marburg;HRB
Gourmondo GmbH; 6. Juni 2007;HRB 5223;35037;Marburg;HRB
Tobias Maurer GmbH & Co. KG; 11. Januar 2007;HRA 11433;87700;Memmingen;HRA
Haarstudio Avantgarde GmbH; 21. Juni 2007;HRB 13082;87700;Memmingen;HRB
primaVita GmbH; 13. Dezember 2007;HRB 13244;87700;Memmingen;HRB
Gutschein-Connection GmbH; 15. November 2007;HRB 13210;87700;Memmingen;HRB
Proventa Immobilien GmbH & Co. KG; 31. Oktober 2007;HRA 11553;87700;Memmingen;HRA
AMMARG GmbH; 29. November 2007;HRB 13221;87700;Memmingen;HRB
Modepark Röther GmbH; 27. Dezember 2007;HRB 13256;87700;Memmingen;HRB
Schloss Arenfels Ltd. & Co.KG; 27. August 2007;HRA 20432;56410;Montabaur;HRA
Fischer Germany GmbH; 17. September 2007;HRB 20811;56410;Montabaur;HRB
Stettner Zerspanungstechnik GmbH; 11. Dezember 2007;HRB 20930;56410;Montabaur;HRB
ML Modehaus Verwaltungs-GmbH; 27. Juni 2007;HRB 20730;56410;Montabaur;HRB
West Trax Deutschland Ltd .& Co. KG; 9. Februar 2007;HRA 20316;56410;Montabaur;HRA
IATT Industriebedarfs- und Handels GmbH; 28. Februar 2007;HRB 20622;56410;Montabaur;HRB
Klas-Reisen Verwaltungs GmbH; 9. Februar 2007;HRB 20616;56410;Montabaur;HRB
USB Aktiengesellschaft; 17. September 2007;HRB 20814;56410;Montabaur;HRB
Marsdorfer Asphaltwerke Gesellschaft mit beschränkter Haftung; 11. Dezember 2007;HRB 20929;56410;Montabaur;HRB
Fink Belz Deutschmann Innovation GmbH & Co. KG; 13. Juli 2007;HRA 20395;56410;Montabaur;HRA
Schenkelberg Logistik GmbH & Co. KG; 27. Juni 2007;HRA 20387;56410;Montabaur;HRA
Kerstholt Verwaltungs GmbH; 19. Januar 2007;HRB 20571;56410;Montabaur;HRB
CRP COOL RENTAL POWER ENERGY SERVICES GmbH & Co. KG; 15. August 2007;HRA 6154;41061;Mönchengladbach;HRA
Production Unit. Gesellschaft für Werbung mbH; 14. November 2007;HRB 12374;41061;Mönchengladbach;HRB
Düsselfone GmbH; 12. Dezember 2007;HRB 12416;41061;Mönchengladbach;HRB
ST Speldorfer Tierfutter GmbH; 12. Februar 2007;HRB 11980;41061;Mönchengladbach;HRB
Rhineside Limited Zweigniederlassung Deutschland; 5. Dezember 2007;HRB 12404;41061;Mönchengladbach;HRB
Michael Hahn Komplementär GmbH; 19. Dezember 2007;HRB 12431;41061;Mönchengladbach;HRB
animal24 GmbH; 16. Mai 2007;HRB 12101;41061;Mönchengladbach;HRB
Outsite Media GmbH; 5. Juni 2007;HRB 12130;41061;Mönchengladbach;HRB
WIR Internet GmbH; 2. Mai 2007;HRB 12079;41061;Mönchengladbach;HRB
Euro-Trade GmbH & Co. KG; 20. Juni 2007;HRA 6126;41061;Mönchengladbach;HRA
ConeVerwaltungs GmbH; 30. Oktober 2007;HRB 12360;41061;Mönchengladbach;HRB
Herbstsonne GmbH & Co. KG; 27. Juni 2007;HRA 6134;41061;Mönchengladbach;HRA
Lion Logistics International GmbH; 27. Dezember 2007;HRB 12437;41061;Mönchengladbach;HRB
Capricorn Development GmbH & Co. KG; 24. April 2007;HRA 6098;41061;Mönchengladbach;HRA
Laumanns GmbH & Co. KG; 10. Januar 2007;HRA 6039;41061;Mönchengladbach;HRA
Knabberland Handelsgesellschaft mbH; 2. Mai 2007;HRB 12078;41061;Mönchengladbach;HRB
FMRB Beteiligungsgesellschaft mbH; 12. Juni 2007;HRB 12132;41061;Mönchengladbach;HRB
Tiergesundheitszentrum Boetzelen-Höfe GmbH; 11. Juli 2007;HRB 12170;41061;Mönchengladbach;HRB
Dachsbräu Verwaltungs GmbH; 18. April 2007;HRB 167405;80315;München;HRB
Maximillion GmbH; 28. November 2007;HRB 170891;80315;München;HRB
Molinari Rail Deutschland GmbH; 28. November 2007;HRB 170840;80315;München;HRB
Isarhelden GmbH; 28. März 2007;HRB 167116;80315;München;HRB
195 Profi-Start GmbH; 12. Dezember 2007;HRB 171111;80315;München;HRB
MIRTOS Beteiligungs-Verwaltungsgesellschaft mbH; 7. November 2007;HRB 170546;80315;München;HRB
Vykon Verwaltungsgesellschaft mbH; 7. März 2007;HRB 166635;80315;München;HRB
DENT-x-press GmbH; 6. Juni 2007;HRB 168243;80315;München;HRB
Weilchensee 534. V V GmbH; 19. September 2007;HRB 169863;80315;München;HRB
Möbel Art GmbH Schreinermeister Reinhard Hofmann; 21. Februar 2007;HRB 166349;80315;München;HRB
International Kids Campus GmbH; 20. Juni 2007;HRB 168477;80315;München;HRB
Blitz 07-447 GmbH; 14. März 2007;HRB 166761;80315;München;HRB
Tagungszentrum Kolpinghaus München-Zentral GmbH; 24. Januar 2007;HRB 165939;80315;München;HRB
SFM Treuhand München Steuerberatungsgesellschaft mbH; 10. Juli 2007;HRB 168730;80315;München;HRB
Holzhandlung Peis OHG; 26. September 2007;HRA 90930;80315;München;HRA
Rabi Vermögensverwaltung GmbH; 4. April 2007;HRB 167158;80315;München;HRB
Euro Consulting & Commerce Limited Zweigniederlassung Deutschland; 30. Mai 2007;HRB 168034;80315;München;HRB
difcon GmbH; 22. Mai 2007;HRB 167903;80315;München;HRB
AD HOC 07/2 GmbH; 22. Mai 2007;HRB 167905;80315;München;HRB
taskforce - Management on Demand GmbH; 19. Dezember 2007;HRB 171283;80315;München;HRB
NOVASOUND GmbH; 1. August 2007;HRB 169040;80315;München;HRB
gb consite GmbH; 20. Juni 2007;HRB 168433;80315;München;HRB
Fashion Mall Management GmbH; 14. März 2007;HRB 166874;80315;München;HRB
Blitz 06-985 GmbH; 3. Januar 2007;HRB 165625;80315;München;HRB
Xenium Holding GmbH; 24. April 2007;HRB 167247;80315;München;HRB
Maschinenwerk Misselhorn MWM GmbH; 27. Juni 2007;HRB 168522;80315;München;HRB
CareerConcept Management GmbH; 18. Juli 2007;HRB 168844;80315;München;HRB
Bayerische Immobilienvermögen GmbH & Co. KG; 12. Dezember 2007;HRA 91335;80315;München;HRA
Clipdealer GmbH; 7. November 2007;HRB 170543;80315;München;HRB
SUBSTANTIA Verwaltungsgesellschaft mbH & Co. Vermietungs KG; 16. Mai 2007;HRA 90130;80315;München;HRA
alado GmbH; 11. April 2007;HRB 167277;80315;München;HRB
Atlantiz Merchandising GmbH; 24. April 2007;HRB 167514;80315;München;HRB
AV-Vertriebsgesellschaft mbH; 18. April 2007;HRB 167379;80315;München;HRB
Romina Grundstücksverwaltungsgesellschaft mbH; 14. März 2007;HRB 166850;80315;München;HRB
AHG-Trading GmbH; 8. August 2007;HRB 169169;80315;München;HRB
FAGO Immobilien GmbH; 8. August 2007;HRB 169248;80315;München;HRB
REGTRONIC GmbH; 7. März 2007;HRB 166624;80315;München;HRB
Jana Grundstücksverwaltungsgesellschaft mbH; 21. März 2007;HRB 167029;80315;München;HRB
SmallBrand Advertising Limited; 18. April 2007;HRB 167122;80315;München;HRB
Blue Rainbow 405. Vermögensverwaltungs GmbH; 14. November 2007;HRB 170688;80315;München;HRB
Blitz 07-672 GmbH; 6. Juni 2007;HRB 168215;80315;München;HRB
Hellas Nr. 1 GmbH & Co. KG; 26. September 2007;HRA 90940;80315;München;HRA
RMM 142 GmbH & Co. KG; 31. Januar 2007;HRA 89561;80315;München;HRA
Erdell Bausachverständigengesellschaft mbH; 24. Januar 2007;HRB 165867;80315;München;HRB
MedienTeam Verlag GmbH & Co. KG; 10. Juli 2007;HRA 90500;80315;München;HRA
ARCHPLAN Projekt Dianastraße GmbH; 18. Juli 2007;HRB 168866;80315;München;HRB
IMH KG; 28. Februar 2007;HRA 89696;80315;München;HRA
Conti 178. Schifffahrts-GmbH; 2. Mai 2007;HRB 167557;80315;München;HRB
heptus 109. GmbH; 2. Oktober 2007;HRB 170093;80315;München;HRB
Secretary Plus Management Support GmbH; 1. August 2007;HRB 169045;80315;München;HRB
Global Coaching Group GmbH; 4. Juli 2007;HRB 168645;80315;München;HRB
PS 3 MBO GmbH; 12. Dezember 2007;HRB 171123;80315;München;HRB
Kader Eins GmbH; 11. April 2007;HRB 167301;80315;München;HRB
CM Komplementär 07-846 GmbH & Co. KG; 18. Juli 2007;HRA 90570;80315;München;HRA
Threon GmbH; 10. Juli 2007;HRB 168767;80315;München;HRB
addyourmusic.com GmbH; 14. Februar 2007;HRB 166111;80315;München;HRB
GHL GmbH & Co. Zweitmarkt KG; 23. August 2007;HRA 90609;80315;München;HRA
Kepacom Service GmbH; 14. November 2007;HRB 170666;80315;München;HRB
Blitz 07-748 GmbH; 31. Oktober 2007;HRB 170497;80315;München;HRB
Munich Accessories GmbH; 14. März 2007;HRB 166767;80315;München;HRB
Gemeinnützige Gesellschaft des VfS für Kinderbetreuung mbH; 5. September 2007;HRB 169665;80315;München;HRB
Götz & Coll. Finanzmanagement GmbH & Co. KG; 28. Februar 2007;HRA 89678;80315;München;HRA
Gustav Lermer GmbH & Co. KG; 4. Juli 2007;HRA 11958;80315;München;HRA
Private Comfort Verwaltungs GmbH; 20. Juni 2007;HRB 168422;80315;München;HRB
GCP Partners Treuhand GmbH; 12. September 2007;HRB 169798;80315;München;HRB
AF Audiotechnik Holding GmbH; 31. Oktober 2007;HRB 170493;80315;München;HRB
GIG Objekt B1 GmbH; 22. August 2007;HRB 169530;80315;München;HRB
Glastiger Gebäudemanagement GmbH; 8. Mai 2007;HRB 167726;80315;München;HRB
W+P Consulting GmbH; 19. September 2007;HRB 169937;80315;München;HRB
International Film Production Stella-del-Sud Second GmbH & Co. KG; 3. Januar 2007;HRA 89359;80315;München;HRA
Taurus Germany Development Fund Management Corporation & Co. TRD 1 - VIII KG; 12. Dezember 2007;HRA 91329;80315;München;HRA
Beratung und Support Ltd. Zweigniederlassung; 22. Mai 2007;HRB 167964;80315;München;HRB
Omnova Consult GmbH; 4. April 2007;HRB 167170;80315;München;HRB
A & B Gottschlicht Verwaltung GmbH; 14. November 2007;HRB 170676;80315;München;HRB
FARE DE GmbH; 30. Mai 2007;HRB 168001;80315;München;HRB
double.M Media GmbH; 3. Januar 2007;HRB 165650;80315;München;HRB
solar evolution systems GmbH; 11. April 2007;HRB 167280;80315;München;HRB
ANALYSIS GmbH; 5. Dezember 2007;HRB 170989;80315;München;HRB
Tiburon Bio Consulting GmbH; 13. Juni 2007;HRB 168356;80315;München;HRB
SFNT Germany GmbH; 5. Dezember 2007;HRB 171025;80315;München;HRB
SG 2007 AG; 19. Dezember 2007;HRB 171253;80315;München;HRB
VitaPlus AG; 14. März 2007;HRB 166823;80315;München;HRB
ARRIVA Beteiligungs Ges.m.b.H. & Co. KG Trans-Global KG; 7. März 2007;HRA 89743;80315;München;HRA
Neranjara Limited; 23. August 2007;HRB 168991;80315;München;HRB
MAJOR Verwaltungs-GmbH; 14. März 2007;HRB 166865;80315;München;HRB
Die Werbemenschen GmbH; 12. Dezember 2007;HRB 171086;80315;München;HRB
FutureKeys GmbH; 12. September 2007;HRB 169792;80315;München;HRB
Pia Grundstücksverwaltungsgesellschaft mbH; 21. Februar 2007;HRB 166258;80315;München;HRB
Betreibergesellschaft Quellenhof Bad Wiessee GmbH & Co. KG; 6. Juni 2007;HRA 90271;80315;München;HRA
Blitz 07-783 GmbH; 5. Dezember 2007;HRB 171026;80315;München;HRB
CityPartnerMünchen Marketing GmbH; 3. Januar 2007;HRB 165597;80315;München;HRB
Däuber Verwaltungs GmbH; 16. Mai 2007;HRB 167871;80315;München;HRB
House of Tennis & Fitness GmbH; 28. November 2007;HRB 170929;80315;München;HRB
